Title,Cites,Year,Reference,Publisher,Tag,Link,Description
Diabetic retinopathy classification using a modified xception architecture,75, 2019,"SH Kassani, PH Kassani… - … symposium on signal …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, … symposium on signal …,https://ieeexplore.ieee.org/abstract/document/9001846/,"… review in place, the motivation of this paper is to build an automatic diagnosis system for
DR … the classification performance. The illustration of our proposed deep learning network is …"
Proposed retinal abnormality detection and classification approach: Computer aided detection for diabetic retinopathy by machine learning approaches,36, 2016,"V Raman, P Then, P Sumari - 2016 8th IEEE International …, 2016 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2016 8th IEEE International …,https://ieeexplore.ieee.org/abstract/document/7586601/,"… to diagnose diabetic retinopathy using laboratory tests. Regular screening is essential in order
detect the early stages of diabetic retinopathy … a computer aided diagnosis framework and …"
Automated detection and diagnosis of diabetic retinopathy: A comprehensive survey,28, 2021,"V Lakshminarayanan, H Kheradfallah, A Sarkar… - Journal of …, 2021 - mdpi.com",mdpi.com, Journal of …,https://www.mdpi.com/2313-433X/7/9/165,"… The scope of this review is limited to “automated detection and grading of diabetic retinopathy
using … In this review, 9 out of 93 classification-based studies employed machine learning …"
A deep learning interpretable classifier for diabetic retinopathy disease grading,115, 2020,"J de La Torre, A Valls, D Puig - Neurocomputing, 2020 - Elsevier",Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231219304539,"… method, the generated visual maps can be easily interpreted by an ophthalmologist in
order to find the underlying statistical regularities that help to the diagnosis of this eye disease. …"
Technical and imaging factors influencing performance of deep learning systems for diabetic retinopathy,26, 2020,"MYT Yip, G Lim, ZW Lim, QD Nguyen, CCY Chong… - NPJ digital …, 2020 - nature.com",nature.com, NPJ digital …,https://www.nature.com/articles/s41746-020-0247-1,"… This was correctly classified by the DL model as a healthy retina with no DR. The heatmaps
… DL algorithms being applied for diagnosis of other ocular diseases from retinal images. The …"
Conversion and implementation of state-of-the-art deep learning algorithms for the classification of diabetic retinopathy,4, 2020,"M Rao, M Zhu, T Wang - arXiv preprint arXiv:2010.11692, 2020 - arxiv.org",arxiv.org, arXiv preprint arXiv:2010.11692,https://arxiv.org/abs/2010.11692,"… Deep Learning-Based Medical Diagnostic Tool There is a strong need for a reliable diagnostic
tool for the detection of diabetic retinopathy … -friendly deep learning-based diagnostic tool …"
A hybrid deep learning model for detecting diabetic retinopathy,31, 2018,"S Seth, B Agarwal - Journal of Statistics and Management Systems, 2018 - Taylor & Francis",Taylor & Francis, Journal of Statistics and Management Systems,https://www.tandfonline.com/doi/abs/10.1080/09720510.2018.1466965,"… Diagnosis of this disease at an early stage can help in … deep learning based approach
for detection of diabetic … Vector Machine classifier to finally classify the image as diabetic …"
Diabetic retinopathy detection using deep convolutional neural networks,129, Analytics and Security …,"D Doshi, A Shenoy, D Sidhpura… - … , Analytics and Security …, 2016 - ieeexplore.ieee.org",ieeexplore.ieee.org, … ,https://ieeexplore.ieee.org/abstract/document/7914977/,"… diagnosis of the disease into its different stages using deep … image classification, pattern
recognition, and machine learning [7]. The current research in diagnosing diabetic retinopathy …"
The Validation of Deep Learning-Based Grading Model for Diabetic Retinopathy.,1, 2022,"W Zhang, D Li, Q Wei, D Ding, L Meng, Y Wang… - Frontiers in …, 2022 - europepmc.org",europepmc.org, Frontiers in …,https://europepmc.org/articles/pmc9148973/bin/presentation_1.pdf,"… -up strategy for diabetic patients. Deep learning (DL), as a subfield of artificial intelligence
(AI), has shown a convincing performance in the diagnosis of diabetic retinopathy by fundus …"
Deep learning for detection and severity classification of diabetic retinopathy,24, 2019,"A Jain, A Jalui, J Jasani, Y Lahoti… - 2019 1st International …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 1st International …,https://ieeexplore.ieee.org/abstract/document/8741456/,"… and diagnosis of advance eye diseases[2]. In this paper, we focus on diagnosis through
the use of retinal fundus images, which involves careful examination of photographs of the …"
A deep learning method for the detection of diabetic retinopathy,48, 2018,"N Chakrabarty - 2018 5th IEEE Uttar Pradesh Section …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2018 5th IEEE Uttar Pradesh Section …,https://ieeexplore.ieee.org/abstract/document/8596839/,"… The primary goal is to automatically classify patients having diabetic retinopathy and not …
So, a proper diagnosis of the disease is a necessity. Diagnosis methods like Fluorescein …"
Hybrid model structure for diabetic retinopathy classification,18, 2020,"H Liu, K Yue, S Cheng, C Pan, J Sun… - Journal of Healthcare …, 2020 - hindawi.com",hindawi.com, Journal of Healthcare …,https://www.hindawi.com/journals/jhe/2020/8840174/,"… classification algorithm of diabetic retinopathy severity plays an important role in improving
the efficiency of DR diagnosis… Some research [4–7] uses machine learning and algorithms for …"
Automatic detection of diabetic retinopathy in retinal fundus photographs based on deep learning algorithm,79, 2019,"F Li, Z Liu, H Chen, M Jiang, X Zhang… - … vision science & …, 2019 - jov.arvojournals.org",jov.arvojournals.org, … vision science & …,https://jov.arvojournals.org/article.aspx?articleid=2755295,"… for the early diagnosis of DR using retinal fundus photographs … classification approach
based on deep learning for early DR … investigated performance of a hybrid deep learning model …"
Pre-diagnosis of diabetic retinopathy using blob detection,11, 2020,"MM Dharmana, MS Aiswarya - 2020 Second International …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 Second International …,https://ieeexplore.ieee.org/abstract/document/9183241/,"… using machine learning technique. This feature extraction … of retina images for diabetic
retinopathy with an accuracy of 83 per cent with the most efficient machine learning classification …"
Diabetic retinopathy screening using deep learning for multi-class imbalanced datasets,1, 2022,"M Saini, S Susan - Computers in Biology and Medicine, 2022 - Elsevier",Elsevier, Computers in Biology and Medicine,https://www.sciencedirect.com/science/article/pii/S0010482522007090,"… on deep learning based architectures for classification, segmentation and object detection
on diabetic retinopathy … an automated diagnosis system for diabetic retinopathy that performs …"
"Automated detection and differentiation of drusen, exudates, and cotton-wool spots in digital color fundus photographs for diabetic retinopathy diagnosis",444, 2007,"M Niemeijer, B Van Ginneken… - … & visual science, 2007 - tvst.arvojournals.org",tvst.arvojournals.org, … & visual science,https://tvst.arvojournals.org/article.aspx?articleid=2164282,"… Early diabetic retinopathy lesions may be classified as red lesions, … on machine learning
automated detection of blood vessels and red lesions, we have developed a machine learning …"
Diabetic retinopathy improved detection using deep learning,4, 2021,"A Ayala, T Ortiz Figueroa, B Fernandes, F Cruz - Applied Sciences, 2021 - mdpi.com",mdpi.com, Applied Sciences,https://www.mdpi.com/2076-3417/11/24/11970,"… In this work, we proposed a DL model to classify retina fundus images and detect the … at
early stages as an auxiliary diagnostic tool. The Messidor and APTOS dataset helped to check …"
Extensive analysis of machine learning algorithms to early detection of diabetic retinopathy,9, 2020,"SS Reddy, N Sethi, R Rajender, G Mahesh - Materials Today: Proceedings, 2020 - Elsevier",Elsevier, Materials Today: Proceedings,https://www.sciencedirect.com/science/article/pii/S221478532038531X,"… to diagnose diabetic retinopathy in an efficient manner to support the health care system. …
class classification task of diabetic retinopathy is 86.17% and for the binary class classification …"
Diabetic retinopathy using morphological operations and machine learning,74, 2015,"J Lachure, AV Deorankar, S Lachure… - 2015 IEEE …, 2015 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2015 IEEE …,https://ieeexplore.ieee.org/abstract/document/7154781/,"… Diabetic Retinopathy can be classified into two main categories which are Non-Proliferative
Diabetic Retinopathy … So earlier detection and diagnosis of Diabetic retinopathy help the …"
Diabetic Retinopathy Detection using Ensemble Machine Learning,4, 2021,"I Odeh, M Alkasassbeh… - … Conference on Information …, 2021 - ieeexplore.ieee.org",ieeexplore.ieee.org, … Conference on Information …,https://ieeexplore.ieee.org/abstract/document/9491645/,"… algorithms, classification techniques and … diagnostic system for Diabetic Retinopathy. In
this study, developed a state-of-the-art classification model using several ensemble learning …"
Diabetic Retinopathy Diagnosis Based on RA-EfficientNet,8, 2021,"SL Yi, XL Yang, TW Wang, FR She, X Xiong, JF He - Applied Sciences, 2021 - mdpi.com",mdpi.com, Applied Sciences,https://www.mdpi.com/2076-3417/11/22/11035,"… , in the diagnosis of DR, deep learning … classification for different severity levels of DR is
easier for doctors to interpret; thirdly, the deep learning networks combined with transfer learning …"
Diabetic retinopathy detection using deep learning,29, 2020,"QH Nguyen, R Muthuraman, L Singh, G Sen… - … on machine learning …, 2020 - dl.acm.org",dl.acm.org, … on machine learning …,https://dl.acm.org/doi/abs/10.1145/3380688.3380709,"… of diabetic retinopathy conditions. Hence, detection of such exudates, scars and abnormal
blood vessels are important diagnostic … 9,316 images are classified as having retinopathy of 4 …"
A comparative analysis of classification algorithms in diabetic retinopathy screening,26, 2017,"S Mohammadian, A Karsaz… - 2017 7th International …, 2017 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2017 7th International …,https://ieeexplore.ieee.org/abstract/document/8167934/,"… Although the performance of the machine learning algorithm … approaches in the diabetic
retinopathy screening to choose … , DR is diagnosed by a careful investigation of retinal images …"
Deep residual transfer learning for automatic diagnosis and grading of diabetic retinopathy,27, A Ortiz,"FJ Martinez-Murcia, A Ortiz, J Ramírez, JM Górriz… - Neurocomputing, 2021 - Elsevier",Elsevier,Murcia,https://www.sciencedirect.com/science/article/pii/S0925231220316520,"… common imaging method to diagnose retina diseases such as Diabetic Retinopathy (DB)
or … aided diagnosis tool that takes advantage of the performance provided by deep learning …"
